freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2012-01 	2012-02 	2012-03 	2012-04 	2012-05 	2012-06 	2012-07 	2012-08 	2012-09 	2012-10 	2012-11 	2012-12 	2013-01 	2013-02 	2013-03 	2013-04 	2013-05 	2013-06 	2013-07 	2013-08 	2013-09 	2013-10 	2013-11 	2013-12 	2014-01 	2014-02 	2014-03 	2014-04 	2014-05 	2014-06 	2014-07 	2014-08 	2014-09 	2014-10 	2014-11 	2014-12 	2015-01 	2015-02 	2015-03 	2015-04 	2015-05 	2015-06 	2015-07 	2015-08 	2015-09 	2015-10 	2015-11 	2015-12 	2016-01 	2016-02 	2016-03 	2016-04 	2016-05 	2016-06 	2016-07 	2016-08 	2016-09 	2016-10 	2016-11 	2016-12 	2017-01 	2017-02 	2017-03 	2017-04 	2017-05 	2017-06 	2017-07 	2017-08 	2017-09 	2017-10 	2017-11 	2017-12 	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 
M,TOTAL,NR,I551-I553,IT	4937617 	4987763 	6591808 	8491590 	9303191 	12036853 	14320480 	14871214 	10852255 	7426699 	4828383 	5085304 	4577247 	5044636 	6839876 	7510882 	9726318 	11918067 	14377869 	15629501 	10804897 	7505933 	4836930 	5090374 	4718261 	4984374 	6442629 	8655196 	10031951 	12178713 	14253432 	16240471 	10915796 	7865544 	4803057 	5462928 	4994936 	5450586 	6504247 	8695437 	11532572 	12423194 	15619570 	17273688 	11714202 	8482438 	4990984 	5710283 	5221622 	5886986 	7576452 	8512527 	10773628 	12772997 	16996293 	16848242 	12279511 	8887426 	5178930 	6009629 	5537081 	5962207 	7066042 	10632882 	10545765 	14709300 	17501766 	17239893 	12730985 	9112491 	5613342 	6543802 	5462541 	6324516 	8179351 	10062451 	12021528 	14970839 	16904374 	17626911 	13479976 	9239898 	6092158 	6746571 	5756225 	6324484 	8022013 	10877013 	11443310 	15939946 	17391322 	18625929 	13616617 	10088425 	6398343 	6898026 	6197405 	5973835 	811074 	78747 	515876 	3815585 	9745648 	14315376 	8276252 	3962805 	991649 	1017886 	1009592 	1501914 	1172374 	1248840 	3816419 	8513351 	13779593 	16039134 	10695851 	7207626 	3816142 	5074444 	3746274 	4368995 	4336604 
